품목,등급,단량,단위,평균가
부추(일반부추),특(1등            ,0.4,kg,3000
부추(일반부추),특(1등            ,0.5,kg,3936
부추(일반부추),상(2등            ,0.5,kg,3702
부추(일반부추),상(2등            ,0.6,kg,2000
부추(일반부추),특(1등            ,0.4,kg,3500
부추(일반부추),특(1등            ,0.5,kg,4627
부추(일반부추),상(2등            ,0.5,kg,3987
부추(일반부추),특(1등            ,0.6,kg,2500
부추(일반부추),특(1등            ,0.5,kg,4004
부추(일반부추),상(2등            ,0.5,kg,3884
부추(일반부추),특(1등            ,0.4,kg,2000
부추(일반부추),특(1등            ,0.5,kg,4163
부추(일반부추),상(2등            ,0.5,kg,4249
부추(일반부추),특(1등            ,0.4,kg,4000
부추(일반부추),특(1등            ,0.5,kg,4718
부추(일반부추),상(2등            ,0.5,kg,4043
부추(일반부추),특(1등            ,0.6,kg,2500
부추(호부추),특(1등            ,0.2,kg,1000
브로코리(녹색꽃양배추)(뉴그린),특(1등            ,8,kg,19385
브로코리(녹색꽃양배추)(뉴그린),특(1등            ,8,kg,21000
브로코리(녹색꽃양배추)(뉴그린),특(1등            ,8,kg,22400
브로코리(녹색꽃양배추)(뉴그린),특(1등            ,8,kg,20714
브로코리(녹색꽃양배추)(뉴그린),특(1등            ,8,kg,19000
브로코리(녹색꽃양배추)(뉴그린),특(1등            ,8,kg,18897
브로코리(녹색꽃양배추)(뉴그린),특(1등            ,8,kg,20000
브로코리(녹색꽃양배추)(뉴그린),특(1등            ,8,kg,19120
브로코리(녹색꽃양배추)(뉴그린),특(1등            ,8,kg,28043
브로코리(녹색꽃양배추)(뉴그린),특(1등            ,8,kg,22000
브로코리(녹색꽃양배추)(뉴그린),특(1등            ,8,kg,20778
브로코리(녹색꽃양배추)(뉴그린),특(1등            ,8,kg,17833
브로코리(녹색꽃양배추)(뉴그린),특(1등            ,8,kg,13500
브로코리(녹색꽃양배추)(뉴그린),특(1등            ,8,kg,10000
브로코리(녹색꽃양배추)(뉴그린),특(1등            ,8,kg,21391
브로코리(녹색꽃양배추)(뉴그린),특(1등            ,8,kg,19250
브로코리(녹색꽃양배추)(뉴그린),특(1등            ,8,kg,20182
브로코리(녹색꽃양배추)(뉴그린),특(1등            ,8,kg,18364
브로코리(녹색꽃양배추)(뉴그린),특(1등            ,8,kg,18857
브로코리(녹색꽃양배추)(뉴그린),특(1등            ,8,kg,19000
브로코리(녹색꽃양배추)(뉴그린),특(1등            ,8,kg,17828
브로코리(녹색꽃양배추)(뉴그린),특(1등            ,8,kg,14789
브로코리(녹색꽃양배추)(뉴그린),특(1등            ,8,kg,19000
브로코리(녹색꽃양배추)(뉴그린),특(1등            ,8,kg,19077
브로코리(녹색꽃양배추)(브로코리(일반)),특(1등            ,8,kg,30726
브로코리(녹색꽃양배추)(브로코리(일반)),상(2등            ,8,kg,24766
브로코리(녹색꽃양배추)(브로코리(일반)),특(1등            ,8,kg,30800
브로코리(녹색꽃양배추)(브로코리(일반)),상(2등            ,8,kg,29286
브로코리(녹색꽃양배추)(브로코리(일반)),특(1등            ,8,kg,23824
브로코리(녹색꽃양배추)(브로코리(일반)),상(2등            ,8,kg,24381
브로코리(녹색꽃양배추)(브로코리(일반)),특(1등            ,8,kg,35077
브로코리(녹색꽃양배추)(브로코리(일반)),상(2등            ,8,kg,30857
브로코리(녹색꽃양배추)(브로코리(일반)),특(1등            ,8,kg,29690
브로코리(녹색꽃양배추)(브로코리(일반)),상(2등            ,8,kg,30000
브로코리(녹색꽃양배추)(브로코리(일반)),특(1등            ,8,kg,24023
브로코리(녹색꽃양배추)(브로코리(일반)),상(2등            ,8,kg,29786
브로코리(녹색꽃양배추)(브로코리(일반)),특(1등            ,8,kg,27703
브로코리(녹색꽃양배추)(브로코리(일반)),상(2등            ,8,kg,24209
브로코리(녹색꽃양배추)(브로코리(일반)),특(1등            ,8,kg,31483
브로코리(녹색꽃양배추)(브로코리(일반)),상(2등            ,8,kg,35063
브로코리(녹색꽃양배추)(브로코리(일반)),보통(3            ,8,kg,15000
브로코리(녹색꽃양배추)(브로코리(일반)),특(1등            ,8,kg,32909
브로코리(녹색꽃양배추)(브로코리(일반)),상(2등            ,8,kg,36118
브로코리(녹색꽃양배추)(브로코리(일반)),특(1등            ,8,kg,24258
브로코리(녹색꽃양배추)(브로코리(일반)),상(2등            ,8,kg,24463
브로코리(녹색꽃양배추)(브로코리(일반)),보통(3            ,8,kg,8000
브로코리(녹색꽃양배추)(브로코리(일반)),특(1등            ,8,kg,31174
브로코리(녹색꽃양배추)(브로코리(일반)),상(2등            ,8,kg,37926
브로코리(녹색꽃양배추)(브로코리(일반)),특(1등            ,8,kg,25478
브로코리(녹색꽃양배추)(브로코리(일반)),상(2등            ,8,kg,36929
브로코리(녹색꽃양배추)(브로코리(일반)),특(1등            ,8,kg,26864
브로코리(녹색꽃양배추)(브로코리(일반)),상(2등            ,8,kg,36846
브로코리(녹색꽃양배추)(브로코리(일반)),특(1등            ,8,kg,23742
브로코리(녹색꽃양배추)(브로코리(일반)),상(2등            ,8,kg,37625
브로코리(녹색꽃양배추)(브로코리(일반)),특(1등            ,8,kg,22370
브로코리(녹색꽃양배추)(브로코리(일반)),상(2등            ,8,kg,39059
브로코리(녹색꽃양배추)(브로코리(일반)),없음              ,8,g,28000
브로코리(녹색꽃양배추)(브로코리(일반)),상(2등            ,8,kg,31845
브로코리(녹색꽃양배추)(브로코리(일반)),특(1등            ,8,kg,21463
브로코리(녹색꽃양배추)(브로코리(일반)),상(2등            ,8,kg,40923
브로코리(녹색꽃양배추)(브로코리(일반)),특(1등            ,8,kg,30000
브로코리(녹색꽃양배추)(브로코리(일반)),상(2등            ,8,kg,36632
브로코리(녹색꽃양배추)(브로코리(일반)),특(1등            ,8,kg,19904
브로코리(녹색꽃양배추)(브로코리(일반)),상(2등            ,8,kg,35588
브로코리(녹색꽃양배추)(브로코리(일반)),특(1등            ,8,kg,22125
브로코리(녹색꽃양배추)(브로코리(일반)),상(2등            ,8,kg,39000
브로코리(녹색꽃양배추)(브로코리(일반)),특(1등            ,8,kg,33250
브로코리(녹색꽃양배추)(브로코리(일반)),상(2등            ,8,kg,36071
브로코리(녹색꽃양배추)(브로코리(일반)),특(1등            ,8,kg,19967
브로코리(녹색꽃양배추)(브로코리(일반)),상(2등            ,8,kg,37000
브로코리(녹색꽃양배추)(브로코리(일반)),특(1등            ,8,kg,28667
브로코리(녹색꽃양배추)(브로코리(일반)),상(2등            ,8,kg,36000
브로코리(녹색꽃양배추)(브로코리(일반)),특(1등            ,8,kg,25400
브로코리(녹색꽃양배추)(브로코리(일반)),상(2등            ,8,kg,38105
브로코리(녹색꽃양배추)(브로코리(일반)),특(1등            ,8,kg,33917
브로코리(녹색꽃양배추)(브로코리(일반)),상(2등            ,8,kg,23500
블루베리(블루베리(수입)),특(1등            ,1.5,kg,24000
블루베리(블루베리(수입)),특(1등            ,1.5,kg,25000
블루베리(블루베리(수입)),특(1등            ,1.5,kg,20000
블루베리(블루베리(수입)),특(1등            ,1.5,kg,24000
블루베리(블루베리(수입)),특(1등            ,1.5,kg,15000
블루베리(블루베리(수입)),특(1등            ,1.5,kg,15000
블루베리(블루베리(일반)),특(1등            ,1,kg,30000
블루베리(블루베리(일반)),특(1등            ,1,kg,30500
블루베리(블루베리(일반)),상(2등            ,1,kg,23000
블루베리(블루베리(일반)),보통(3            ,1,kg,18000
블루베리(블루베리(일반)),특(1등            ,1,kg,31000
블루베리(블루베리(일반)),특(1등            ,1,kg,35000
블루베리(블루베리(일반)),특(1등            ,1,kg,30000
블루베리(블루베리(일반)),특(1등            ,1,kg,31000
블루베리(블루베리(일반)),특(1등            ,1,kg,30500
블루베리(블루베리(일반)),특(1등            ,1,kg,29500
블루베리(블루베리(일반)),특(1등            ,1,kg,25840
비름(기타),특(1등            ,4,kg,20000
비름(기타),특(1등            ,4,kg,2000
비름(기타),특(1등            ,4,kg,7000
비름(기타),특(1등            ,4,kg,13000
비름(기타),특(1등            ,4,kg,13000
비름(기타),특(1등            ,4,kg,9727
비름(기타),특(1등            ,4,kg,8000
비름(기타),특(1등            ,4,kg,9333
비름(기타),특(1등            ,0.5,kg,800
비름(기타),특(1등            ,4,kg,8357
비름(기타),특(1등            ,4,kg,8000
비름(기타),특(1등            ,4,kg,11107
비름(기타),특(1등            ,4,kg,7000
비름(비름나물),특(1등            ,4,kg,16000
비름(비름나물),특(1등            ,4,kg,15000
비름(비름나물),상(2등            ,4,kg,18000
비름(비름나물),특(1등            ,4,kg,18000
비름(비름나물),특(1등            ,4,kg,11682
비름(비름나물),상(2등            ,4,kg,14000
비름(비름나물),특(1등            ,4,kg,11100
비름(비름나물),상(2등            ,4,kg,13000
비름(비름나물),상(2등            ,0.5,kg,700
비름(비름나물),특(1등            ,4,kg,10500
비름(비름나물),상(2등            ,4,kg,11333
비름(비름나물),특(1등            ,4,kg,9000
비름(비름나물),특(1등            ,4,kg,16000
비름(비름나물),특(1등            ,4,kg,15000
비름(비름나물),특(1등            ,4,kg,13200
비름(비름나물),상(2등            ,4,kg,13000
비름(비름나물),특(1등            ,4,kg,13481
비름(비름나물),특(1등            ,4,kg,14333
비타민(비타민(일반)),특(1등            ,2,kg,4550
비타민(비타민(일반)),상(2등            ,2,kg,6500
비타민(비타민(일반)),특(1등            ,2,kg,5541
비타민(비타민(일반)),상(2등            ,2,kg,6500
비타민(비타민(일반)),특(1등            ,2,kg,6095
비타민(비타민(일반)),상(2등            ,2,kg,5500
비타민(비타민(일반)),특(1등            ,2,kg,5947
비타민(비타민(일반)),상(2등            ,2,kg,6000
비타민(비타민(일반)),특(1등            ,2,kg,5000
비타민(비타민(일반)),특(1등            ,2,kg,6211
비타민(비타민(일반)),상(2등            ,2,kg,5000
비타민(비타민(일반)),특(1등            ,2,kg,6141
